3859:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
3862:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
3888:10944,13197,29743,39805,39915,46504,49852,77735,91686,104340,109814,115340,117683,246,1116,1897,2024,5996,8355,8457
3911:2776,6541,12661,14559,23842,41600,49219,66838,2785,7959,10135,10502,11228,13804,13880,14625,16888,20840,27527,28908
3921:929,1919,5353,13298,18476,20952,26919,43152,87928,123155,98,2506,4740,4776,7585,12691,18375,19435,29816,30426
3929:711,5628,6883,17355,19024,19765,31991,39325,39539,50945,59755,61663,68663,70586,79677,83634,83635,361,4068,6632
3930:3768,9478,10055,33561,59668,96421,121829,123119,221,1511,15055,15912,19471,20004,23754,28028,29833,31715,31975,32805
3934:6823,29058,102873,115001,33373,31149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3947:3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681,14330,14758
3950:4813,35412,38446,44185,45792,56957,61291,79141,86590,88002,90579,91315,116420,32431,54930,3,239,395,726,837
3962:2447,3180,3634,3829,4126,4941,6098,8209,9322,10342,11132,11641,12841,13388,15395,16155,17198,18220,22703,24211
3974:1793,2303,2654,2977,4039,4303,5319,6518,6930,7097,8258,9221,9523,10104,10379,11062,11091,11398,11441,11934
3975:45014,96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127
3988:867,10316,27879,43716,45536,59068,68910,78868,83363,85049,92811,103100,111201,561,3482,4487,4793,5117,22340,22633
4001:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006:136,294,394,843,1001,1930,2151,2185,2691,3429,3614,3622,4643,4886,5239,6353,6546,6593,7166,8665
4007:8674,15894,104856,20068,23952,34358,35459,36817,37179,56794,58559,66917,67922,90978,106618,109349,122007,3277,20507,26820
4008:431,481,571,931,1288,1339,2134,2583,2620,3755,4107,7048,7642,9013,9163,17385,17633,18400,19126,21380
4009:3472,3537,10723,14345,21366,23467,27976,32598,32721,34880,36715,37748,50374,58096,62151,116722,1412,7451,13322,21949
4028:97902,1200,1782,2366,2395,3014,4347,7228,10916,15534,35931,56933,58990,60940,78067,101524,109221,1316,3910,12078
4031:1565,1699,1850,8375,8722,10769,11430,13045,14020,14674,17619,21890,22747,26327,31584,32542,43123,47780,49388,51791
4035:774,1524,1827,2403,2696,2714,3207,3506,5108,6423,7817,8871,9159,9217,9490,10046,17596,20167,25783,32558
4053:2447,3180,3634,3829,4126,4941,6098,8209,9322,10342,11132,11641,12841,13388,15395,16155,17198,18220,22703,24211
4064:7437,7682,11941,18558,22330,22452,23047,26333,28288,31103,31921,41067,49364,49958,57188,69998,82854,114917,117413,2293
4067:7437,7682,11941,18558,22330,22452,23047,26333,28288,31103,31921,41067,49364,49958,57188,69998,82854,114917,117413,58
4068:1152,1521,1731,2200,2429,3274,3304,7323,10353,13412,14551,14590,20807,22281,22437,23656,29092,31375,37739,40077
4069:5111,10230,10232,10997,11592,15772,21739,37353,42506,42852,56839,69432,102325,1363,1554,2141,2886,3097,4183,5666
4075:95901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076:30861,87178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084:1242,4137,12579,33506,35447,55318,57536,65304,92825,111173,44250,74140,92008,93259,510,53322,835,3852,11520,12411
4091:497,827,1205,3618,3977,4991,5676,17682,19015,21260,21498,23713,23959,27055,27853,29458,41227,42713,47334,47864
4098:276,668,2252,2485,3900,4864,5368,6456,9041,9726,9862,11166,11450,12821,14657,15228,15763,18386,20861,32895
4103:1221,1725,4541,20409,21790,34508,35121,40364,50298,52058,60388,60414,84456,97678,104997,112635,41,107,1091,5484
4104:4215,5022,5729,10295,10749,13009,13931,14871,15787,16390,20119,28266,29221,36807,40040,52862,53328,69032,71559,108599
4124:2161,2226,2833,5894,7861,11255,15624,15655,15949,16169,17655,17997,19186,21031,21515,23424,23819,24690,25359,28034
4132:227,3631,3781,4005,7821,16728,18835,19614,42258,42906,46980,49940,50037,55313,56569,57045,57601,60759,63694,66119
4134:12084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138:4512,10008,10576,11718,13751,33344,37059,38790,43773,51479,458,2117,2177,2824,2917,5593,7523,9640,13569,16950
4140:23843,25321,67281,74717,20606,31952,47246,57044,60796,122370,8749,25855,30955,35021,55059,68752,72054,78023,88006,89944
4149:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158:3055,3599,5910,11899,15255,17204,17499,20274,25230,26070,35229,40687,53318,56234,60810,67855,73461,75337,90001,97429
4164:431,481,571,873,931,1288,1339,2134,2583,2620,3755,4107,7048,7642,9013,9163,17385,17633,18400,19126
4167:94,165,503,508,849,1065,1881,2038,2801,3093,3250,3288,5689,6603,7735,8029,10504,10792,13838,14461
4171:11050,11755,16346,26563,29871,50283,65912,66114,77747,77978,92381,115110,5112,9019,13407,45200,48130,52926,65631,2766
4177:17612,31219,31904,82561,99797,111300,116618,116933,431,481,873,931,1288,1339,2134,2583,2620,3755,4107,7048
4179:3197,15477,17143,1422,3776,13541,14076,18180,19826,21336,33931,38061,48321,64174,65002,71574,74327,83272,89577,95861
4184:393,1719,9329,10084,49643,73269,97897,114705,116957,2554,37006,40145,43203,44971,54372,88993,93626,3,239,395
4190:5085,30592,56695,109348,1171,3147,4382,4942,5651,6708,8383,8566,8673,8973,9537,11526,12975,15553,22081,23190
4209:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210:68497,116620,58,73,101,530,554,1313,1804,2424,2469,2542,3160,4174,4669,6513,7222,7270,10247,10415
4211:28789,43926,88132,91309,100732,108608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4213:2930,5517,6011,6953,14603,15743,17672,24472,60739,67028,1624,1960,2784,3736,5104,7011,7317,8056,9929,14700
4223:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237:147,151,493,813,1811,1822,2428,2535,2615,3067,4619,5343,5882,6511,6868,7059,7477,7974,8543,8964
4242:1190,42352,68497,116620,1260,1359,3652,4275,7066,8404,9846,11945,12570,15212,19420,19932,29891,30068,41522,50026
4248:16247,25889,39946,88504,2075,13082,22269,25152,61489,86333,86884,112958,0,0,0,0,0,0,0,0
4249:2962,12254,17112,24247,27414,30695,34295,42588,79545,81764,85103,100212,100489,2438,4020,16771,20652,26313,35389,41472
4265:3,17,239,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681,14330,14758
4269:3893,21180,31695,38973,60277,66117,72328,90217,92003,102874,105720,110442,114469,117816,96,209,543,855,1109,3546
4273:3232,4057,8777,11621,13870,14480,18296,23619,31263,33283,53122,59587,59798,60897,64195,65821,65896,66355,81886,82538
4275:2386,5539,10049,12581,13628,16086,18200,33452,38159,43380,49105,51225,59281,62079,67570,75073,87048,88814,92402,107814
4277:2447,3180,3634,3829,4126,4941,6098,8209,9322,10342,11132,11641,12841,13388,15395,16155,17198,18220,22703,24211
4281:3631,3781,4005,7821,15961,16728,18835,19614,42258,42906,46980,49940,50037,55313,56569,57045,57601,60759,63694,66119
4301:787,2937,3025,3278,6001,6129,6494,6789,7755,7849,9302,12485,12573,12745,16651,16788,17382,21326,24405,26882
4303:4215,5022,5729,10295,10749,13009,13931,14871,15787,16390,20119,28266,29221,36807,40040,52862,53328,69032,71559,108599
4304:28440,28694,31277,76365,98083,769,4013,8532,10581,15836,16127,24720,28104,36065,39649,40538,49683,50248,50458,76293
4344:16544,49599,57876,64036,69104,72136,100303,1338,3505,4008,4765,4816,4853,5060,5076,5701,6992,9059,9598,11535
4353:1077,6085,7681,9559,19767,22417,23497,23827,25470,29583,30281,38827,39650,42016,42318,42981,43427,47833,48244,50632
4357:8798,9024,10943,13856,14566,21318,24778,27017,35749,36843,49999,50204,71584,90065,103579,121243,335,506,730,888
4365:2666,102172,9375,24803,55272,62793,96095,2155,2999,17186,18748,22051,23491,37106,73176,662,1740,3211,9295,9417
4371:79125,107835,122488,977,4006,8690,13947,22649,25488,51778,74670,119467,120670,93409,3991,10762,12177,12544,28163,35133
4372:24396,24668,45473,83906,86312,88286,94570,117316,2379,5935,13157,13613,15243,16685,18639,20462,20812,28464,32030,41568
4399:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
4400:19079,30541,64604,78578,98499,106765,108541,108943,1130,2021,2446,3426,4807,5241,5975,6359,6880,7675,7828,13267
4407:10215,10616,58,73,101,530,554,1313,1804,2424,2469,2542,3160,4174,4669,6513,7222,7270,10247,10415
4424:46978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4426:4455,42487,95591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4436:4856,16269,20173,21433,22970,23042,30549,43342,47257,52955,61025,82065,82585,93623,105183,111391,120603,18289,23359,4985
4453:4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4457:443,624,1936,3006,3597,5725,5900,7080,7283,7459,11444,11743,13624,13720,15182,16909,20182,20311,23061,24274
4458:764,5193,10323,11114,15306,16536,16725,17849,21635,23156,23780,23957,30735,31024,33174,33831,35936,36446,38993,41880
4466:3902,6444,8122,9075,11964,15476,15657,17861,17989,23527,24313,31812,32223,33162,37674,46682,50407,55131,56866,62636
4469:1190,42352,13630,13726,26150,41573,50206,62474,62947,63907,65071,81229,82515,85668,2223,30541,64604,78578,98499,106765
4482:19079,30541,64604,78578,98499,106765,108541,108943,26355,27302,29404,35963,44405,44519,49094,112823,116700,119024,58,73
4507:8173,8293,8730,24842,27571,29926,40402,43042,46368,47035,59535,61610,63579,66590,68684,77668,80487,106486,119319,5200
4514:4856,16269,20173,21433,22970,23042,30549,43342,47257,52955,61025,82065,82585,93623,105183,111391,120603,6109,21681,29447
4517:1102,1762,2570,5421,8688,10996,14136,14756,18274,19529,20631,21154,26834,27383,38636,40885,41190,42241,43722,47387
4519:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4522:214,115414,1397,4656,6224,14268,44227,49237,50016,60044,60114,108999,120656,89,15878,16525,19889,24702,26091,41946
4530:263,30189,32620,38239,50668,66452,87451,91621,95943,99921,105586,107712,116860,703,2748,3993,4436,7963,18157,19011
4537:136,394,843,1001,1217,1930,2151,2185,2691,3429,3614,3622,4643,4886,5239,6353,6546,6593,7166,8665
4543:12197,16789,28472,34487,61,213,1708,2239,2597,8934,16515,16707,25644,28453,40104,41296,44237,118564,9621,34182
4562:492,6566,12063,28124,28599,29147,36455,61310,69835,76329,120667,93,1726,8995,12223,12268,12464,13739,22695,41761
4578:7003,12100,16270,25764,25853,59777,77059,115858,117009,431,481,571,931,1288,1339,2134,2583,2620,3755,4107
4588:6009,8232,10491,52757,59983,97949,109368,58,73,101,530,554,1313,1804,2424,2469,2542,3160,4174,4669
4618:10545,39348,97358,22444,27018,31423,56689,82980,86437,98625,6142,63040,10526,35157,116545,4256,7206,10248,10365,18253
4633:48790,116760,7098,21206,82785,30597,69282,0,0,0,0,0,0,0,0,0,0,0,0,0
4637:10563,34979,35703,43154,51477,71787,88651,93635,103447,21059,40992,64071,69653,82118,86608,95002,106018,106663,109433,111694
4640:7463,30086,44279,57560,80990,81044,93288,116739,8931,9708,14715,15377,21608,73435,76052,121011,2438,4020,16771,20652
4641:2438,4020,16771,20652,26313,35389,41472,57926,64525,65123,88723,90770,95108,97922,122369,21287,41096,1206,6568,6601
4642:3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681,14330,14758
4651:11088,11879,37806,41315,47532,53786,61224,62838,66876,99902,115431,1558,4963,5473,9801,11309,13002,13275,14083,14891
4665:2447,3180,3634,3829,4126,4941,6098,8209,9322,10342,11132,11641,12841,13388,15395,16155,17198,18220,22703,24211
4666:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682:14714,22920,37778,95041,3105,8574,9981,10048,27923,29290,40924,41249,73202,33026,62537,102586,102750,11783,30726,58088
4687:2966,3749,4246,5794,9721,13470,71247,82008,106281,121847,6849,8811,42345,42967,70542,83817,85081,29,269,302
4692:561,3482,4487,4793,5117,22340,22633,24568,26491,27999,29999,35840,42681,46773,62117,116595,3,239,395,726
4696:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4702:13617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4730:8,88,1463,2257,4251,4753,9581,11677,13113,13171,14556,15283,17250,17706,18663,18711,18871,20443,23484,24711
4736:2710,10336,11871,13797,16081,16694,17843,19365,30356,32090,37732,43297,45319,50446,50664,51902,52846,57591,60183,63018
4745:1913,40263,38342,42139,59912,123142,9337,9831,13384,18365,18392,26550,31337,31454,32463,40539,41149,54540,68232,71706
4749:20310,25886,35661,44561,47287,49619,53070,63409,65453,74420,94965,106840,107081,115611,17508,75205,108445,2122,23165,35075
4751:367,404,528,1514,1600,3908,5081,5348,7465,8473,12269,12332,14841,18912,19519,20758,21361,22245,23440,24407
4760:16669,2973,11226,22502,36896,56082,59038,81536,83663,86535,88044,121737,4425,4427,5398,9867,11612,12165,15337,26966
4762:4215,5022,5729,10295,10749,13009,13931,14871,15787,16390,20119,28266,29221,36807,40040,52862,53328,69032,71559,108599
4767:7482,58107,89802,22490,6644,6725,10068,11629,15463,16832,17768,23679,25402,27316,29232,29739,34306,42328,43268,46935
4774:13168,19314,21697,22293,30845,31523,44852,53460,97328,102036,111192,2619,4614,7257,7551,23256,27567,28025,31128,34428
4779:86,356,1515,3017,3163,4497,5514,5929,6096,8291,9996,11406,11437,12408,13136,16006,16210,17211,19664,19711
4788:1102,1762,2570,5421,8688,10996,14136,14756,18274,19529,20631,21154,26834,27383,38636,40885,41190,42241,43722,47387
4789:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4794:3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681,14330,14758
4796:4622,78605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4797:1180,9445,10369,27161,36977,60327,62413,92099,68897,30,386,1362,1581,1886,2398,4311,5984,8183,8445,9088
4802:3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681,14330,14758
4816:6782,50994,80953,91755,112564,116849,120807,163,4102,4407,4668,6374,10388,12476,15327,15779,17785,22044,22307,28787
4831:223,2228,2644,5026,5808,8992,11460,15412,18171,21877,26014,65364,85331,91991,95074,102077,116478,29,269,495
4834:1190,42352,410,2420,4012,4249,5395,5503,6527,7217,9160,11503,11594,12935,19763,24047,25725,31052,39822,44051
4852:6303,7031,7736,18872,40496,51645,59899,63621,100300,1558,3753,4963,5473,9801,13002,13275,14083,14891,16742,18044
4863:410,2420,4012,4249,5395,5503,6527,7217,9160,11503,11594,12935,19763,24047,25725,31052,39822,44051,58155,76120
4870:678,1796,2387,3256,3704,14713,15417,16313,26571,32311,34629,38705,79022,113877,153,616,861,917,1424,2158
4875:797,2013,61692,71388,45,343,1676,2437,2876,3943,4173,10960,13233,22373,22726,36454,37032,40187,44813,44895
4889:6471,9913,11869,14004,18610,23814,30551,37704,42242,47672,48820,49073,64763,76071,87068,90776,93686,96766,100957,105086
4894:582,1155,1376,1877,1959,2783,2845,5214,6161,8301,9030,11902,14101,15542,18457,24913,25770,29468,30629,30877
4898:12536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4910:29,269,302,495,692,749,915,1476,1494,1653,2578,2903,3615,3751,3804,4025,4227,4255,4536,4563
4919:2423,14645,16559,22138,32096,37680,39823,41591,44531,73987,84594,85074,115488,1190,42352,287,1825,4604,5699,7620
4926:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
4934:1352,19697,35625,1807,7160,12761,24752,27070,28188,45525,63563,103724,44318,75917,4459,10687,24985,38204,43526,69667
4935:1133,9501,10990,13770,14779,14969,16474,30461,37075,44295,56152,63861,72732,75934,93407,94008,106599,108239,110033,117945
4944:3991,10762,12177,12544,28163,35133,54026,69833,71332,88846,91856,99184,101529,103943,111806,113874,1964,2504,43510,55065
4946:3044,7191,8030,10228,10326,13262,18608,23559,23915,26028,26467,27791,27850,28690,29200,31077,31205,35465,36208,37733
4949:45683,50424,51962,13335,16365,36542,62057,64460,67232,73131,84046,92005,94170,94999,98472,118273,10423,29991,44270,49438
4951:3348,5550,7153,10617,38984,42410,51733,17134,19228,29790,37719,46095,83775,105471,318,5150,6980,8676,12461,17587
4956:443,624,1936,3006,3597,4276,5725,5900,7080,7283,7459,11444,11743,13624,13720,16909,20182,20311,23061,24274
4961:26436,101109,50599,56536,74890,86436,112343,5111,10230,10232,10997,11592,15772,21739,37353,42506,42852,56839,69432,102325
4984:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4986:2447,3180,3634,3829,4126,4941,6098,8209,9322,10342,11132,11641,12841,13388,15395,16155,17198,18220,22703,24211
4991:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992:12491,61164,74496,6159,5819,11640,15409,16484,19631,25952,30980,35080,35341,58912,61518,63656,64350,78077,84746,85717
4998:2937,3025,3278,5655,6001,6129,6494,6789,7755,7849,9302,12485,12573,12745,16651,16788,17382,21326,24405,26882
5001:11256,18244,22528,24945,32302,32399,34335,57061,58329,71522,84795,114947,678,1796,2387,3204,3256,14713,15417,16313
5002:4949,5945,8524,9216,27744,34922,41554,53856,59772,74954,83090,89948,98402,105982,0,0,0,0,0,0
5006:2194,3484,8768,10580,20279,21295,24716,34184,36104,43198,48956,51088,57719,76092,76373,2379,5935,13157,13613,15243
5007:561,3482,4487,4793,5117,22340,22633,24568,26491,27999,29999,35840,42681,46773,62117,116595,806,825,4767,7630
5011:115725,117347,3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015:561,3482,4487,4793,5117,22340,22633,24568,26491,27999,29999,35840,42681,46773,62117,116595,0,0,0,0
5018:4735,5568,24041,61138,4813,35412,38446,44185,45792,56957,61291,79141,86590,88002,90579,91315,116420,1250,3241,18370
5031:2447,3180,3634,3829,4126,4941,6098,8209,9322,10342,11132,11641,12841,13388,15395,16155,17198,18220,22703,24211
5039:4421,10536,26848,31492,102559,104746,36263,0,0,0,0,0,0,0,0,0,0,0,0,0
5040:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
5047:32,96,209,543,855,1109,3546,3680,4282,5219,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
5048:147,151,493,578,813,1822,2428,2535,2615,3067,4619,5343,5882,6511,6868,7059,7477,7974,8543,8964
5079:3261,7396,11862,15002,15478,16566,17468,51291,61500,65277,65388,78692,78749,82016,96509,97778,111316,123121,750,1693
5086:6051,9681,78610,8167,17588,21207,31879,37325,114374,349,25429,41484,52229,54434,76177,85487,86418,109241,109532,118535
5088:58,73,101,289,530,554,1313,2424,2469,2542,3160,4174,4669,6513,7222,7270,10247,10415,11881,12440
5089:2831,2944,3757,6765,7938,9980,11044,15703,16949,17429,31390,41154,58991,60280,74127,76169,81627,94024,0,0
5090:367,404,528,1514,3908,4575,5081,5348,7465,8473,12269,12332,14841,18912,19519,20758,21361,22245,23440,24407
5097:2289,4322,18543,28020,35025,39631,41690,41994,45615,53252,65480,71119,75316,83492,105793,176,1066,1074,1449,1551
5107:105,1471,2701,8150,8615,9699,14554,19039,19830,20436,28240,28831,35968,36840,50981,69354,131,287,4604,5699
5108:5812,6916,7305,17403,62168,87110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119:6303,7031,7736,18872,40496,51645,59899,63621,16451,17087,18458,20114,21422,24284,24784,27883,28897,31887,33990,45710
5120:201,4579,7512,14639,23744,31915,33904,39409,43697,53998,60258,85587,117357,121229,11701,48552,77262,28649,42333,72966
5129:497,827,1410,3618,3977,4991,5676,17682,19015,21260,21498,23713,23959,27055,27853,29458,41227,42713,47334,47864
5147:5460,21384,21941,52998,61873,75487,87900,91809,95162,107986,115277,14785,23963,35750,3,239,395,726,837,1567
5148:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5176:94,165,503,508,849,1065,1382,1881,2038,2801,3093,3250,3288,6603,7735,8029,10504,10792,13838,14461
5180:7776,14392,57836,58648,90981,99992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188:1256,10370,25702,11136,11471,13634,21967,36872,42269,43988,56640,63605,69118,86581,97830,103868,117193,9042,10816,16386
5202:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5207:806,825,1744,4767,7630,17118,18707,19804,24079,29366,30820,33656,39027,47077,49107,50346,57270,62576,65575,66145
5208:5859,7806,11506,13022,13826,19224,19257,19935,20899,21593,23492,28326,36526,40301,67829,83981,91246,17907,28699,32684
5214:667,1101,4951,5905,6092,6175,8591,9645,13352,13562,14894,14960,24889,26738,26778,26895,27269,27477,35836,37163
5217:776,6766,10075,12379,12892,20850,41349,79107,79573,93602,6580,7672,17180,21857,29484,35203,99057,99871,10259,32
5247:104,3397,3630,4786,9953,11606,12122,15757,17141,20635,25190,29599,31097,31131,31638,34906,39293,43490,45757,52618
5271:876,1525,38766,44801,85077,85496,94176,1218,6263,13178,29626,39703,52329,65021,72508,74521,6035,21097,26217,26538
5276:19929,20744,20963,32280,36752,37455,47134,58142,73638,0,0,0,0,0,0,0,0,0,0,0
5279:4813,35412,38446,44185,45792,56957,61291,79141,86590,88002,90579,91315,116420,2560,76510,396,10229,37552,44336,5859
5288:5724,14591,17235,26231,33611,46265,49720,51426,56058,59700,60615,63132,63316,63340,66324,66552,68546,68750,75420,76807
5294:86,356,1515,3017,4497,5514,5925,5929,6096,8291,9996,11406,11437,12408,13136,16006,16210,17211,19664,19711
5299:7437,7682,11941,18558,22330,22452,23047,26333,28288,31103,31921,41067,49364,49958,57188,69998,82854,114917,117413,9948
5300:497,827,1205,3618,3977,4991,5676,17682,19015,21260,21498,23713,23959,27055,27853,29458,41227,42713,47334,47864
5306:24323,33304,113938,285,596,2890,3638,5657,5991,10349,12803,13717,21578,35651,45035,53873,0,0,0,0
5307:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5309:5009,7530,7984,9287,36958,41245,46860,50665,55812,56035,56406,65037,79954,12936,40488,44171,65887,86231,89832,106737
5323:4988,12622,16221,22889,25532,30471,30562,31324,64926,81755,93212,107078,109592,110070,0,0,0,0,0,0
5325:15149,16073,18325,19644,26697,37315,38322,38747,58959,62979,69820,70166,71174,82011,82532,83235,94537,97476,99721,101403
5329:10386,71746,78484,79894,91712,101826,110959,115500,118368,122594,1907,3372,8689,10770,15020,19871,23245,26205,31734,57841
5335:1102,1762,2570,5421,8688,10996,14136,14756,18274,19529,20631,21154,26834,27383,38636,40885,41190,42241,43722,47387
5358:889,6793,16049,26062,431,481,571,873,931,1288,1339,2134,2620,3755,4107,7048,7642,9013,9163,17385
5361:4741,4833,6662,8131,11915,14151,14936,15262,83753,84452,86673,92532,94720,97253,100780,100878,101583,104952,108996,116230
5364:938,13885,14688,16252,16980,20573,30857,58654,104496,107226,66,690,1239,1869,2165,2897,3690,4054,4592,4627
5378:96,209,543,855,1109,3546,3680,4282,5219,5346,5414,5444,5643,6131,7814,8057,10110,10676,11127,22272
5385:454,2796,3255,4304,7010,8699,9292,9694,14488,17029,17747,17911,18964,20052,23111,30688,31307,32603,38095,38213
5387:10274,31442,45521,69182,101200,102014,115095,5859,7806,11506,13022,13826,19224,19257,19935,20899,21593,23492,28326,36526
5397:5859,7806,11506,13022,13826,19224,19257,19935,20899,21593,23492,28326,36526,40301,67829,83981,91246,109,366,380
5398:374,1098,1444,1681,1746,3018,3738,7634,7676,7917,8272,9180,10640,11100,12023,15561,15774,15888,15965,22686
5403:3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681,14330,14758
5425:673,15477,17143,109,366,380,449,521,635,786,1153,1186,1510,1622,1929,2163,2700,2803,3013,3424
5433:3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681,14330,14758
5434:1782,2366,2395,3014,4347,7228,10916,15534,22597,35931,56933,58990,60940,78067,101524,109221,28950,654,1896,2734
5435:1102,1762,2570,5421,8688,10996,14136,14756,18274,19529,20631,21154,26834,27383,38636,40885,41190,42241,43722,47387
5436:12033,12714,13747,21805,23925,27496,27996,50746,52081,58343,59588,80162,85334,90708,121413,1102,1762,2570,5421,8688
5438:7770,10249,14689,23493,34572,68769,82328,104150,112550,22795,22869,26732,32245,33335,45315,64198,70181,90688,110467,119168
5449:2157,3137,6433,10071,14251,36938,40537,95311,97044,6732,9600,12125,13785,24831,28513,28736,33078,43645,44686,51101
5455:4813,35412,38446,44185,45792,56957,61291,79141,86590,88002,90579,91315,116420,31323,57447,79702,806,825,4767,7630
5456:296,1626,6376,17654,17877,29956,34365,39830,45385,51595,57906,58662,78475,79966,84698,91491,93960,103494,108918,1100
5458:4421,10536,30786,31492,102559,104746,497,827,1205,3977,4991,5676,17682,19015,21260,21498,23713,23959,27055,27853
5462:346,1464,5015,5753,6036,6420,6586,6897,7559,9304,10133,10410,10857,12629,14037,14247,17460,17895,19231,20822
5472:32737,51665,6227,6431,14424,34936,39595,51865,95194,5180,43155,56206,66487,81547,99872,12590,13052,18247,18542,25424
5474:1763,3761,8218,8993,11498,20524,26210,28735,38510,54446,73583,74629,75864,79374,83231,83724,101945,108047,3854,4678
5477:2068,2860,5184,5545,11780,13129,13219,15422,16039,20889,21272,21787,23795,29592,30558,31195,31709,32086,44433,46147
5478:76673,8942,14928,24320,38785,43550,75303,79687,91427,92215,94155,109576,14790,20707,77175,3438,27295,30976,40319,497
5479:7398,37512,37922,38616,42013,53294,60329,70652,74078,84318,112975,2477,25078,37098,68455,68919,69855,83706,24645,47442
5480:1242,4137,12579,33506,35447,55318,57536,65304,92825,111173,3,239,395,726,837,1567,2361,2868,5025,5312
5499:24132,4464,11271,30338,32593,34587,47872,51553,57259,58626,75050,75480,75626,76283,83719,92557,92713,108141,117313,3956
5500:16211,49627,52778,65045,79221,84530,90243,90787,99656,111688,112645,119978,0,0,0,0,0,0,0,0
5502:534,7905,14035,17123,27705,32205,43893,54038,63512,85561,0,0,0,0,0,0,0,0,0,0
5512:407,9831,13384,18365,18392,26550,31337,31454,32463,40539,41149,54540,68232,71706,94066,95279,96449,117866,769,4013
5527:2289,4322,18543,28020,35025,39631,41690,41994,45615,53252,65480,71119,75316,83492,105793,2064,4123,4353,5277,10037
5529:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530:10215,10616,2286,3573,7237,11325,12383,18409,20238,25693,90504,483,490,1021,1216,1413,2172,2298,3346,3805
5535:335,506,730,888,1162,1627,2538,2922,2998,3343,3385,3807,3960,4223,4328,4499,5387,5413,5785,6393
5536:9091,10484,11395,16495,17607,19647,21303,21619,24758,28863,35394,35510,43213,44390,45596,48280,52828,55488,58558,66811
5542:66217,83269,30,386,891,1362,1581,1886,2398,4311,5984,8183,8445,9088,10869,11039,12071,14922,15195,16092
5551:3,239,395,726,837,1567,2361,2868,5025,5312,5584,5889,6284,8074,9480,12482,12632,13681,14330,14758
